0	0
2	626
4	1250
6	1869
8	2481
10	3083
12	3673
14	4248
16	4807
18	5347
20	5866
22	6362
24	6832
26	7276
28	7692
30	8077
32	8431
34	8751
36	9037
38	9287
40	9501
42	9678
44	9816
46	9916
48	9978
50	9999
52	9982
54	9925
56	9830
58	9696
60	9523
62	9313
64	9067
66	8785
68	8469
70	8119
72	7737
74	7325
76	6884
78	6416
80	5923
82	5407
84	4869
86	4313
88	3739
90	3151
92	2550
94	1939
96	1321
98	697
100	71
102	-555
104	-1179
106	-1799
108	-2412
110	-3015
112	-3606
114	-4184
116	-4744
118	-5287
120	-5808
122	-6307
124	-6780
126	-7227
128	-7646
130	-8035
132	-8392
134	-8716
136	-9006
138	-9261
140	-9479
142	-9660
144	-9803
146	-9907
148	-9973
150	-9999
152	-9986
154	-9934
156	-9843
158	-9713
160	-9545
162	-9339
164	-9097
166	-8819
168	-8506
170	-8160
172	-7782
174	-7373
176	-6936
178	-6471
180	-5981
182	-5467
184	-4931
186	-4377
188	-3805
190	-3218
192	-2619
194	-2009
196	-1391
198	-768
200	-142
202	484
204	1109
206	1729
208	2343
210	2947
212	3540
214	4119
216	4682
218	5226
220	5750
222	6251
224	6728
226	7178
228	7600
230	7992
232	8353
234	8681
236	8975
238	9234
240	9456
242	9641
244	9788
246	9897
248	9967
250	9998
252	9989
254	9942
256	9855
258	9729
260	9566
262	9364
264	9126
266	8852
268	8544
270	8201
272	7827
274	7421
276	6987
278	6525
280	6038
282	5526
284	4993
286	4441
288	3871
290	3285
292	2687
294	2079
296	1462
298	839
300	213
302	-413
304	-1038
306	-1659
308	-2273
310	-2879
312	-3473
314	-4054
316	-4619
318	-5165
320	-5691
322	-6195
324	-6675
326	-7128
328	-7554
330	-7949
332	-8314
334	-8645
336	-8943
338	-9206
340	-9432
342	-9622
344	-9774
346	-9887
348	-9961
350	-9996
352	-9992
354	-9949
356	-9867
358	-9746
360	-9586
362	-9389
364	-9155
366	-8885
368	-8580
370	-8242
372	-7871
374	-7469
376	-7038
378	-6579
380	-6094
382	-5586
384	-5055
386	-4504
388	-3936
390	-3353
392	-2756
394	-2148
396	-1532
398	-910
400	-284
402	341
404	967
406	1588
408	2204
410	2811
412	3406
414	3989
416	4555
418	5104
420	5633
422	6139
424	6622
426	7078
428	7507
430	7906
432	8274
434	8609
436	8911
438	9178
440	9409
442	9602
444	9758
446	9876
448	9955
450	9994
452	9995
454	9956
456	9878
458	9761
460	9606
462	9413
464	9184
466	8918
468	8617
470	8282
472	7915
474	7516
476	7088
478	6632
480	6150
482	5644
484	5116
486	4568
488	4002
490	3420
492	2824
494	2218
496	1603
498	981
500	356
502	-270
504	-896
506	-1518
508	-2134
510	-2742
512	-3339
514	-3923
516	-4492
518	-5043
520	-5574
522	-6083
524	-6568
526	-7028
528	-7459
530	-7862
532	-8234
534	-8573
536	-8879
538	-9149
540	-9384
542	-9582
544	-9742
546	-9864
548	-9948
550	-9992
552	-9997
554	-9962
556	-9889
558	-9777
560	-9626
562	-9437
564	-9211
566	-8950
568	-8653
570	-8322
572	-7958
574	-7563
576	-7138
578	-6686
580	-6207
582	-5703
584	-5177
586	-4631
588	-4067
590	-3487
592	-2893
594	-2287
596	-1673
598	-1052
600	-427
602	199
604	825
606	1448
608	2065
610	2674
612	3272
614	3858
616	4428
618	4981
620	5514
622	6026
624	6514
626	6977
628	7412
630	7818
632	8193
634	8536
636	8846
638	9120
640	9359
642	9562
644	9726
646	9852
648	9940
650	9989
652	9998
654	9968
656	9899
658	9791
660	9645
662	9460
664	9239
666	8981
668	8688
670	8361
672	8001
674	7609
676	7188
678	6738
680	6262
682	5761
684	5238
686	4694
688	4132
690	3553
692	2961
694	2356
696	1743
698	1123
700	498
702	-128
704	-754
706	-1377
708	-1995
710	-2605
712	-3205
714	-3792
716	-4364
718	-4919
720	-5455
722	-5969
724	-6460
726	-6926
728	-7364
730	-7773
732	-8152
734	-8499
736	-8812
738	-9091
740	-9334
742	-9540
744	-9709
746	-9840
748	-9932
750	-9985
752	-9999
754	-9974
756	-9909
758	-9805
760	-9663
762	-9483
764	-9266
766	-9012
768	-8723
770	-8400
772	-8043
774	-7655
776	-7237
778	-6791
780	-6318
782	-5820
784	-5299
786	-4757
788	-4197
790	-3620
792	-3029
794	-2426
796	-1813
798	-1193
800	-569
802	56
804	683
806	1307
808	1925
810	2536
812	3137
814	3726
816	4300
818	4857
820	5395
822	5912
824	6406
826	6874
828	7315
830	7728
832	8111
834	8461
836	8778
838	9061
840	9308
842	9519
844	9692
846	9827
848	9924
850	9981
852	9999
854	9978
856	9918
858	9819
860	9681
862	9506
864	9293
866	9043
868	8758
870	8438
872	8085
874	7701
876	7286
878	6843
880	6373
882	5877
884	5359
886	4820
888	4261
890	3686
892	3096
894	2495
896	1883
898	1264
900	640
902	14
904	-612
906	-1236
908	-1855
910	-2467
912	-3069
914	-3660
916	-4235
918	-4795
920	-5335
922	-5854
924	-6351
926	-6822
928	-7267
930	-7683
932	-8069
934	-8423
936	-8744
938	-9031
940	-9282
942	-9497
944	-9674
946	-9814
948	-9915
950	-9977
952	-9999
954	-9983
956	-9927
958	-9832
960	-9699
962	-9528
964	-9319
966	-9073
968	-8792
970	-8476
972	-8127
974	-7746
976	-7335
978	-6895
980	-6427
982	-5935
984	-5419
986	-4882
988	-4326
990	-3752
992	-3164
994	-2564
996	-1953
998	-1335
1000	-711
1002	-85
1004	541
1006	1165
1008	1785
1010	2398
1012	3001
1014	3593
1016	4171
1018	4732
1020	5274
1022	5796
1024	6295
1026	6770
1028	7218
1030	7637
1032	8026
1034	8384
1036	8709
1038	9000
1040	9255
1042	9474
1044	9656
1046	9800
1048	9905
1050	9972
1052	9999
1054	9987
1056	9935
1058	9845
1060	9716
1062	9549
1064	9344
1066	9103
1068	8826
1070	8514
1072	8168
1074	7791
1076	7383
1078	6946
1080	6482
1082	5992
1084	5479
1086	4944
1088	4390
1090	3818
1092	3232
1094	2632
1096	2023
1098	1405
1100	782
1102	156
1104	-470
1106	-1094
1108	-1715
1110	-2329
1112	-2933
1114	-3527
1116	-4106
1118	-4669
1120	-5214
1122	-5738
1124	-6240
1126	-6717
1128	-7168
1130	-7591
1132	-7984
1134	-8345
1136	-8674
1138	-8969
1140	-9228
1142	-9451
1144	-9637
1146	-9785
1148	-9895
1150	-9966
1152	-9998
1154	-9990
1156	-9943
1158	-9857
1160	-9733
1162	-9570
1164	-9369
1166	-9132
1168	-8859
1170	-8551
1172	-8209
1174	-7836
1176	-7431
1178	-6997
1180	-6536
1182	-6049
1184	-5538
1186	-5006
1188	-4454
1190	-3884
1192	-3299
1194	-2701
1196	-2093
1198	-1476
1200	-853
1202	-227
1204	398
1206	1024
1208	1645
1210	2259
1212	2865
1214	3460
1216	4041
1218	4606
1220	5153
1222	5680
1224	6184
1226	6664
1228	7118
1230	7544
1232	7941
1234	8306
1236	8638
1238	8937
1240	9200
1242	9428
1244	9618
1246	9770
1248	9885
1250	9960
1252	9996
1254	9993
1256	9951
1258	9869
1260	9749
1262	9590
1264	9394
1266	9161
1268	8892
1270	8588
1272	8250
1274	7880
1276	7478
1278	7048
1280	6590
1282	6105
1284	5597
1286	5067
1288	4517
1290	3949
1292	3366
1294	2770
1296	2162
1298	1546
1300	924
1302	299
1304	-327
1306	-953
1308	-1574
1310	-2190
1312	-2797
1314	-3393
1316	-3976
1318	-4543
1320	-5092
1322	-5621
1324	-6128
1326	-6611
1328	-7068
1330	-7497
1332	-7897
1334	-8266
1336	-8602
1338	-8905
1340	-9172
1342	-9404
1344	-9598
1346	-9755
1348	-9874
1350	-9953
1352	-9994
1354	-9995
1356	-9957
1358	-9880
1360	-9764
1362	-9610
1364	-9418
1366	-9189
1368	-8924
1370	-8624
1372	-8290
1374	-7923
1376	-7526
1378	-7098
1380	-6643
1382	-6162
1384	-5656
1386	-5128
1388	-4581
1390	-4015
1392	-3433
1394	-2838
1396	-2232
1398	-1617
1400	-995
1402	-370
1404	256
1406	882
1408	1504
1410	2120
1412	2728
1414	3326
1416	3910
1418	4479
1420	5030
1422	5562
1424	6072
1426	6557
1428	7017
1430	7450
1432	7853
1434	8226
1436	8566
1438	8872
1440	9144
1442	9379
1444	9578
1446	9739
1448	9862
1450	9946
1452	9991
1454	9997
1456	9964
1458	9891
1460	9779
1462	9630
1464	9442
1466	9217
1468	8956
1470	8660
1472	8330
1474	7967
1476	7572
1478	7148
1480	6696
1482	6218
1484	5715
1486	5190
1488	4644
1490	4080
1492	3500
1494	2906
1496	2301
1498	1687
1500	1066
1502	441
1504	-185
1506	-811
1508	-1434
1510	-2051
1512	-2660
1514	-3259
1516	-3844
1518	-4415
1520	-4969
1522	-5503
1524	-6015
1526	-6503
1528	-6967
1530	-7402
1532	-7809
1534	-8185
1536	-8529
1538	-8839
1540	-9115
1542	-9354
1544	-9557
1546	-9723
1548	-9850
1550	-9939
1552	-9988
1554	-9998
1556	-9969
1558	-9901
1560	-9794
1562	-9649
1564	-9465
1566	-9244
1568	-8987
1570	-8695
1572	-8369
1574	-8009
1576	-7619
1578	-7198
1580	-6749
1582	-6273
1584	-5773
1586	-5250
1588	-4707
1590	-4145
1592	-3567
1594	-2974
1596	-2370
1598	-1757
1600	-1137
1602	-512
1604	113
1606	740
1608	1363
1610	1981
1612	2591
1614	3191
1616	3779
1618	4351
1620	4907
1622	5443
1624	5958
1626	6449
1628	6915
1630	7354
1632	7764
1634	8144
1636	8491
1638	8805
1640	9085
1642	9329
1644	9536
1646	9706
1648	9838
1650	9930
1652	9984
1654	9999
1656	9975
1658	9911
1660	9808
1662	9667
1664	9488
1666	9271
1668	9018
1670	8730
1672	8407
1674	8052
1676	7665
1678	7247
1680	6801
1682	6329
1684	5831
1686	5311
1688	4770
1690	4210
1692	3633
1694	3042
1696	2439
1698	1827
1700	1208
1702	583
1704	-42
1706	-669
1708	-1292
1710	-1911
1712	-2522
1714	-3124
1716	-3713
1718	-4287
1720	-4844
1722	-5383
1724	-5900
1726	-6395
1728	-6864
1730	-7306
1732	-7719
1734	-8102
1736	-8453
1738	-8771
1740	-9055
1742	-9303
1744	-9514
1746	-9689
1748	-9825
1750	-9922
1752	-9980
1754	-9999
1756	-9979
1758	-9920
1760	-9822
1762	-9685
1764	-9510
1766	-9298
1768	-9049
1770	-8765
1772	-8446
1774	-8094
1776	-7710
1778	-7296
1780	-6853
1782	-6384
1784	-5889
1786	-5371
1788	-4832
1790	-4274
1792	-3699
1794	-3110
1796	-2508
1798	-1897
1800	-1278
1802	-654
1804	-28
1806	598
1808	1222
1810	1841
1812	2453
1814	3056
1816	3646
1818	4222
1820	4782
1822	5323
1824	5843
1826	6340
1828	6812
1830	7257
1832	7674
1834	8060
1836	8415
1838	8737
1840	9025
1842	9277
1844	9492
1846	9671
1848	9811
1850	9913
1852	9976
1854	9999
1856	9984
1858	9929
1860	9835
1862	9702
1864	9532
1866	9324
1868	9079
1870	8799
1872	8484
1874	8135
1876	7755
1878	7345
1880	6905
1882	6438
1884	5946
1886	5431
1888	4894
1890	4338
1892	3765
1894	3178
1896	2577
1898	1967
1900	1349
1902	726
1904	99
1906	-526
1908	-1151
1910	-1771
1912	-2384
1914	-2988
1916	-3580
1918	-4158
1920	-4719
1922	-5262
1924	-5785
1926	-6284
1928	-6759
1930	-7208
1932	-7628
1934	-8018
1936	-8376
1938	-8702
1940	-8994
1942	-9250
1944	-9470
1946	-9652
1948	-9797
1950	-9903
1952	-9970
1954	-9999
1956	-9987
1958	-9937
1960	-9848
1962	-9719
1964	-9553
