0	139
1	140
2	140
3	139
4	140
5	139
6	139
7	138
8	138
9	138
10	137
11	137
12	137
13	137
14	137
15	137
16	137
17	137
18	136
19	137
20	136
21	136
22	135
23	135
24	136
25	135
26	135
27	135
28	135
29	135
30	135
31	135
32	135
33	134
34	135
35	134
36	134
37	135
38	134
39	134
40	134
41	134
42	134
43	133
44	132
45	132
46	132
47	132
48	133
49	132
50	131
51	132
52	132
53	132
54	132
55	132
56	132
57	132
58	132
59	131
60	132
61	132
62	132
63	132
64	132
65	132
66	131
67	131
68	131
69	131
70	131
71	131
72	131
73	130
74	130
75	130
76	130
77	129
78	130
79	130
80	129
81	130
82	130
83	129
84	129
85	129
86	129
87	128
88	128
89	129
90	128
91	129
92	128
93	128
94	128
95	127
96	127
97	127
98	127
99	127
100	127
101	126
102	127
103	127
104	126
105	126
106	126
107	126
108	126
109	126
110	127
111	127
112	127
113	127
114	127
115	127
116	126
117	126
118	126
119	126
120	126
121	126
122	125
123	125
124	125
125	125
126	125
127	126
128	126
129	126
130	126
131	126
132	126
133	127
134	126
135	126
136	127
137	126
138	126
139	126
140	126
141	126
142	126
143	126
144	125
145	125
146	126
147	126
148	126
149	127
150	126
151	126
152	126
153	126
154	125
155	126
156	125
157	126
158	126
159	125
160	126
161	126
162	126
163	126
164	127
165	126
166	126
167	126
168	126
169	126
170	126
171	127
172	126
173	126
174	126
175	126
176	126
177	126
178	126
179	125
180	125
181	125
182	124
183	124
184	124
185	124
186	124
187	124
188	124
189	124
190	124
191	124
192	124
193	124
194	124
195	124
196	124
197	124
198	124
199	125
200	124
201	125
202	124
203	125
204	124
205	124
206	124
207	124
208	123
209	123
210	123
211	123
212	123
213	123
214	123
215	123
216	122
217	123
218	122
219	122
220	121
221	122
222	122
223	121
224	121
225	122
226	121
227	121
228	122
229	122
230	121
231	122
232	122
233	122
234	122
235	123
236	122
237	122
238	122
239	122
240	123
241	122
242	121
243	122
244	121
245	121
246	121
247	121
248	121
249	120
250	121
251	120
252	120
253	121
254	120
255	120
256	121
257	121
258	120
259	120
260	121
261	120
262	121
263	121
264	121
265	121
266	121
267	121
268	121
269	121
270	121
271	121
272	121
273	122
274	122
275	122
276	122
277	122
278	122
279	121
280	122
281	122
282	121
283	121
284	122
285	121
286	122
287	121
288	120
289	121
290	120
291	121
292	121
293	120
294	119
295	120
296	118
297	119
298	120
299	119
300	119
301	120
302	120
303	119
304	120
305	120
306	120
307	121
308	121
309	121
310	121
311	121
312	120
313	121
314	121
315	121
316	121
317	121
318	120
319	120
320	121
321	121
322	121
323	121
324	120
325	121
326	121
327	121
328	121
329	122
330	123
331	121
332	122
333	122
334	121
335	121
336	122
337	121
338	121
339	122
340	121
341	121
342	121
343	121
344	121
345	121
346	122
347	122
348	122
349	122
350	122
351	122
352	122
353	122
354	122
355	122
356	121
357	122
358	122
359	122
360	122
361	122
362	122
363	122
364	123
365	123
366	124
367	123
368	123
369	123
370	123
371	123
372	122
373	124
374	124
375	123
376	123
377	123
378	123
379	122
380	123
381	123
382	123
383	123
384	123
385	122
386	122
387	123
388	123
389	123
390	123
391	122
392	123
393	123
394	124
395	124
396	124
397	124
398	124
399	125
400	126
401	126
402	126
403	126
404	126
405	126
406	126
407	127
408	126
409	126
410	126
411	126
412	126
413	126
414	126
415	127
416	126
417	127
418	127
419	126
420	127
421	126
422	125
423	126
424	125
425	126
426	126
427	126
428	126
429	126
430	127
431	126
432	127
433	127
434	128
435	128
436	128
437	129
438	128
439	129
440	129
441	129
442	129
443	129
444	128
445	129
446	129
447	128
448	128
449	128
450	128
451	128
452	128
453	128
454	129
455	128
456	129
457	127
458	127
459	128
460	127
461	128
462	128
463	128
464	128
465	128
466	128
467	128
468	129
469	128
470	128
471	128
472	129
473	128
474	128
475	128
476	128
477	128
478	127
479	127
480	127
481	127
482	127
483	127
484	126
485	126
486	127
487	126
488	127
489	127
490	126
491	127
492	127
493	127
494	127
495	127
496	127
497	127
498	127
499	127
500	127
501	128
502	128
503	128
504	128
505	129
506	129
507	128
508	129
509	128
510	128
511	128
512	128
513	128
514	127
515	127
516	127
517	127
518	127
519	127
520	127
521	128
522	128
523	128
524	128
525	128
526	128
527	129
528	128
529	130
530	129
531	130
532	130
533	130
534	129
535	130
536	130
537	130
538	130
539	131
540	131
541	131
542	132
543	131
544	132
545	132
546	132
547	132
548	132
549	132
550	132
551	132
552	132
553	131
554	131
555	132
556	131
557	131
558	132
559	131
560	131
561	131
562	131
563	132
564	131
565	131
566	132
567	131
568	131
569	132
570	130
571	131
572	131
